id,class,language,source,topic,year,title,text,url,
83,false,pt,webpage,culture,2015,Ciro Gomes tira sarro da carta que Temer enviou para Dilma e vídeo bomba nas redes sociais. ,"Ciro Gomes tira sarro da carta que Temer enviou para Dilma e vídeo bomba nas redes sociais.  Provável candidato presidencial para as eleiç?es de 2018,  o ex-ministro Ciro Gomes disse que o vice-presidente Michel Temer tenta se eximir de responsabilidades e criticou a aliança feita pela presidente Dilma Rousseff com a ""turma do ramo da esculhambação"" do PMDB.",https://www.diariodobrasil.org/ciro-gomes-tira-sarro-da-carta-que-temer-enviou-para-dilma-e-video-bomba-nas-redes-sociais/,
84,false,pt,webpage,culture,2015,"Jabor dá nocaute no PT: "" Só os canalhas precisam de uma ideologia que os absolva e os justifique "".  ","Jabor dá nocaute no PT: "" Só os canalhas precisam de uma ideologia que os absolva e os justifique "".  Esta é a maior PANCADA que o PT,  DILMA e LULA já tomaram até hoje na GLOBO!.  "" Quem não deve não teme,  não é? Se o governo fez tudo para esconder as pedaladas,  ele tem culpa. Não é óbvio? Por isso eu pergunto: quais são as fundas raz?es psíquicas que explicam essa gente? O que está entranhado nas mentes dos petistas? "" confira:",https://www.diariodobrasil.org/jabor-da-nocaute-no-pt-so-os-canalhas-precisam-de-uma-ideologia-que-os-absolva-e-os-justifique/,
85,false,pt,webpage,political,2015,"Jornalista do SBT apresenta jornal segurando pão com mortadela: ""Uma homenagem ao Mortadela Day do PT"".","Jornalista do SBT apresenta jornal segurando pão com mortadela: ""Uma homenagem ao Mortadela Day do PT"".  O apresentador Paulo Martins ficou famoso em todo o Brasil por suas opini?es polêmicas e bastante incisivas contra o governo e o PT.  No vídeo dessa semana,  Martins disse que o dia 16 de dezembro de 2015 será lembrado como ""Mortadela Day"",  em uma referência aos protestos em apoio à presidente Rousseff. "" Dilma quis mostrar força,  mas só reuniu os profissionais de manifestação. Em pleno horário de trabalho,  os manifestantes compareceram porque não resistiram a essa iguaria (se referindo ao famoso pão com mortadela do PT) "" assista:",https://www.diariodobrasil.org/jornalista-do-sbt-apresenta-jornal-segurando-pao-com-mortadela-uma-homenagem-ao-mortadela-day-do-pt/,
86,false,pt,webpage,society,2015,"Obama promete exterminar o Estado Islâmico: ""Nós vamos destruí-los e desmantelar as suas redes"".  ","Obama promete exterminar o Estado Islâmico: ""Nós vamos destruí-los e desmantelar as suas redes"".  O homem mais poderoso do mundo,  Barack Obama,  disse hoje (22) que os EUA e seus aliados não cederão na luta para combater os extremistas islâmicos e que vão caçar seus líderes e cortar o financiamento do grupo..  ""Destruir (o Estado Islâmico) não é apenas uma meta realista"" ,  disse Obama em entrevista coletiva após uma reunião de líderes asiáticos na Malásia. ""Vamos tomar de volta terras onde eles estão atualmente,  retirar o seu financiamento,  caçar sua liderança,  desmantelar as suas redes,  linhas de abastecimento e nós vamos destruí-los."" Obama disse que ""seria útil"" se a Rússia direcionasse seu foco sobre o combate ao Estado Islâmico e que esperava que Moscou aceitasse uma transição de liderança na Síria que significasse seu presidente,  Bashar al-Assad,  deixar o cargo.",https://www.diariodobrasil.org/obama-promete-exterminar-o-estado-islamico-nos-vamos-destrui-los-e-desmantelar-as-suas-redes/,
87,false,pt,webpage,society,2015,"Em Mariana/MG,  padre surpreende e cede igreja para culto evangélico: ""Somos filhos do mesmo Deus"".","Em Mariana/MG,  padre surpreende e cede igreja para culto evangélico: ""Somos filhos do mesmo Deus"".  Os recentes acontecimentos ocorridos com o rompimento das barragens da mineradora Samarco,  em Mariana/MG,  deixaram muitas vítimas e um rastro de destruição e tristeza.  Diante da tragédia ocorrida,  muitos moradores perderam tudo o que tinham e precisarão iniciar uma nova vida. O Bispo Josep Rossello ,  da Primeira Igreja Batista de Mariana,  disse que o templo da igreja foi totalmente destruído pela lama proveniente do rompimento das barragens. Quando ninguém esperava,  eis que surge um ato inusitado por parte de um padre católico da cidade. Em meio ao caos,  o religioso fez as pessoas acreditarem que é possível vivermos em um mundo onde o amor e a solidariedade falem mais alto do que as crenças e as denominaç?es religiosas. O padre disponibilizou uma paróquia para que os irmãos da PIB ? Primeira Igreja Batista de Mariana-MG possam cultuar a Deus. Ele explicou que,  nesse momento de tristeza e dor,  a missão de todos os cristãos e filhos do mesmo Deus,  é acolherem uns aos outros como Cristo fez.",https://www.diariodobrasil.org/em-marianamg-padre-surpreende-e-cede-igreja-para-culto-evangelico-somos-filhos-do-mesmo-deus/,
88,false,pt,webpage,culture,2015,Vídeo flagra a gangue da CUT quebrando tudo em Brasília e dando murro na cara das pessoas.  ,"Vídeo flagra a gangue da CUT quebrando tudo em Brasília e dando murro na cara das pessoas.  Um internauta flagrou a ação dos vândalos da CUT em Brasília.  Durante o dia de hoje (19),  o deputado Eduardo Cunha já havia recebido uma denúncia de que membros dessa faccção criminosa estariam de portando e fazendo uso de entorpecentes dentro das barracas instaladas nos acampamentos ao redor do Congresso. Cunha confirmou que teria em sua posse fotos que confirmam a denúncia que recebeu. Não bastasse essa denúncia,  um vídeo que está circulando nas redes sociais mostra membros da gangue dos vermelhinhos agredindo pessoas que participavam de uma manifestação na capital. É o fim da picada. assista:",https://www.diariodobrasil.org/video-flagra-a-gangue-da-cut-quebrando-tudo-em-brasilia-e-dando-murro-na-cara-das-pessoas/,
89,false,pt,webpage,covid19,2021,Todas as pessoas vacinadas morrerão dentro de 2 anos. Prêmio Nobel Luc Montagnier.,"Todas as pessoas vacinadas morrerão dentro de 2 anos. Prêmio Nobel Luc Montagnier.Na entrevista chocante, o maior virologista do mundo afirmou sem rodeios: ""Não há esperança e nenhum tratamento possível para aqueles que já foram vacinados. Devemos estar preparados para cremar os corpos"". O gênio científico apoiou as afirmaç?es de outros virologistas eminentes após estudar os ingredientes da vacina. ""Todos eles morrerão devido a intensificação dependente de anticorpos. Isso é tudo o que pode ser dito.""",https://www.e-farsas.com/premio-nobel-luc-montagnier-disse-que-todos-os-vacinados-morrerao-em-2-anos.html,
90,false,pt,webpage,society,2014,Viúva do Che Guevara recebe aposentadoria por viuvez há 10 anos do Brasil!,"Viúva do Che Guevara recebe aposentadoria por viuvez há 10 anos do Brasil! A viúva do revolucionário Ernesto Che Guevara recebe há 10 anos do Brasil, uma aposentadoria de R$ 9.800,00 por viuvez, Aleida March, que vive atualmente em Cuba foi denunciada pela blogueira Yoani Sánchez, que ouviu o ocorrido do gato Mingau Castro, que vive na mansão presidencial. ?O gatinho disse que o Brasil transfere o valor direto para a conta de Aleida March, ela não recebe pelo INSS, mas sim como uma ajuda de custo direto do governo, que quando não é depositado, um porta voz de Lula faz questão de entregar em mãos?, disse. A pensão é devido à morte do revolucionário, que foi morto por militares enquanto tentava fazer umas revoluç?es na America Latina do sul. ENQUANTO ISTO TRABALHADORES BRASILEIROS QUE CONTRIBUÍRAM COM A PREVIDÊNCIA E DEVERIAM TER SEUS DIREITOS ASSEGURADOS!.",https://www.e-farsas.com/viuva-de-che-guevara-recebe-aposentadoria-ha-10-anos-brasil.html,
91,false,pt,whatsapp,society,2014,Esta é demais até para o Brasil.,"Esta é demais até para o Brasil. Gerente da agência da Caixa Econômica Federal no Lago Sul, em Brasília que robou mais de R$ 3 milh?es do FGTS, fugiu da justiça por 4 anos sem ser encontrado. Sabem onde ele trabalha? No STF!!! Esquerdista gerente de uma das agencias da CEF de Brasília, autor do Roubo de três milh?es de reais do FGTS, esteve foragido da Justiça por cerca de quatro anos. Pois bem, não está preso, mas trabalhando como assesor de economia do ministro Antônio dias Tofoli, no Supremo Tribunal Federa - (STF). Acorda Eleitor (A)",https://piaui.folha.uol.com.br/lupa/2021/05/14/verificamos-assessor-toffoli/,
92,false,pt,webpage,society,2017,Problema cardíaco tira William Waack do Jornal da Globo,"Problema cardíaco tira William Waack do Jornal da Globo. Apresentador será operado amanhã.  Waack ficará afastado temporariamente do Jornal da Globo.  Após de submeter a exames de rotina, os médicos determinaram que o jornalista passe por um cateterismo [...]  procedimento utilizado para diagnosticar ou tratar doenças cardíacas. Waack já está internado no hospital Sírio Libanês, onde fará a cirurgia na manhã dessa sexta-feira (20). Carlos Tramontina precisou ser convocado de última hora e comandará o Jornal da Globo nos próximos dias. O Sírio ainda não emitiu nenhuma nota sobre o estado de saúde do âncora global.",https://www.diariodobrasil.org/problema-cardiaco-tira-william-waack-do-jornal-da-globo-apresentador-sera-operado-amanha/,
93,false,pt,webpage,political,2017,"PT diz que Lula não tem dinheiro para sobreviver e chama Moro de ""mentiroso,mesquinho e conspirador"".","PT diz que Lula não tem dinheiro para sobreviver e chama Moro de ""mentiroso,mesquinho e conspirador"".  O Partido dos Trabalhadores soltou uma nota de repúdio à decisão do juiz Sérgio Moro.  Sobre o bloqueio dos patrimônios do ex-presidente (R$ 606 mil), o partido alega que Lula está pobre e não tem mais dinheiro para o ""básico"". abre aspas Depois de condenar o ex-presidente Lula sem provas, propagar mentiras e contradizer sua própria sentença, o juiz Sergio Moro decidiu agora vingar-se de um inocente . Ao bloquear os bens de Lula, Moro decretou uma pena de asfixia econômica que priva o ex-presidente de sua casa, dos meios para subsistir e até para se defender das falsas acusaç?es. Foi uma decisão mesquinha , tramada em segredo ao longo de 9 meses com a Força Tarefa de Curitiba, e concluída após a forte reação da sociedade e do mundo jurídico à sentença injusta no caso do tríplex. É um caso típico de retaliação, de quem se vale da cumplicidade com a Rede Globo para cometer todo tipo de arbitrariedades contra o maior líder popular do País. fecha aspas",https://www.diariodobrasil.org/pt-diz-que-lula-nao-tem-dinheiro-para-sobreviver-e-chama-moro-de-mentirosomesquinho-e-conspirador/,
94,false,pt,webpage,culture,2017,"Lula: ""Você não sabe o que esse moleque sofreu por ser dono da Friboi"".","Lula: ""Você não sabe o que esse moleque sofreu por ser dono da Friboi"".  Bem, antes de mais nada gostaríamos de dizer que o vídeo abaixo é comovente [...] se você tem problemas cardíacos ou tendência à depressão, por favor, não assista! Em um depoimento comovente feito ontem (20), Lula faz um apelo ao juiz Sérgio Moro: ""Então eles (a PF e o MPF) apresentam uma desgraça de um power-point em que eles criam uma fantasia [...] e na fantasia deles eu sou o chefe e escolhi todo mundo pra roubar"" E agora a parte triste: ""Eu peço ao Moro (se ele estiver me ouvindo), ao grupo de procuradores da Lava-Jato e à PF que apresentem uma prova, nem que for um pedaço de papel higiênico assinado. Pelo amor de Deus, porque assim vocês me ajudam."" ""A internet passou 6 anos falando que meu filho era dono da Friboi. Você não sabe o que esse moleque sofreu por ser dono da Friboi"" abaixo o vídeo original e sem cortes para não haver dúvidas sobre a fala do ex-presidente ( minuto 57:40 ):",https://www.diariodobrasil.org/lula-voce-nao-sabe-o-que-esse-moleque-sofreu-por-ser-dono-da-friboi/,
95,false,pt,webpage,political,2017,"Enquanto venezuelanos comem gatos e pombos para sobreviver, Lula grava vídeo de apoio a Maduro. ","Enquanto venezuelanos comem gatos e pombos para sobreviver, Lula grava vídeo de apoio a Maduro.   ""Vim para o Brasil porque preciso remédios para minha esposa que está doente. Também há escassez de medicamentos na Venezuela. Depois daqui, iremos atrás de comida para abastecer nossas famílias"" , disse um venezuelano. O portal G1 informou que a crise econômica na Venezuela está provocando uma corrida de venezuelanos para a cidade de Pacaraima, norte de Roraima. A cidade fica na fronteira com a Venezuela. Centenas de pessoas chegam diariamente ao município, que tem pouco mais de 10 mil habitantes. Desesperadamente, eles buscam comida e remédios. Alguns chegam a viajam até um dia inteiro. Filas enormes de venezuelanos são formadas para comprar itens como arroz, farinha de trigo, óleo, macarrão, manteiga e açúcar. Famílias inteiras sofrem com o desabastecimento de alimentos na Venezuela. Lojas especializadas em eletrônicos, oficinas e até farmácias estão abrindo espaço nas prateleiras para vender alimentos. Pacotes de de arroz, macarrão, açúcar e óleo estão sendo vendidos por até R$ 100. A situação da Venezuela já alcançou um ponto sem retorno.  O caos se tornou irreversível. Abaixo uma foto de Caracas na sexta-feira passada: A escassez, o desespero e a fome chegaram a tal ponto, que os venezuelanos estão caçando cachorros, gatos e até mesmo pombos para poder comê-los. Leia o que diz o portal PanAm Post : À medida que o desespero se intensifica, a criminalidade se torna inevitável.",https://www.diariodobrasil.org/enquanto-venezuelanos-comem-gatos-e-pombos-para-sobreviver-lula-grava-video-de-apoio-a-maduro/,
96,false,pt,webpage,political,2015,Ajuste fiscal? Que nada! Vamos torrar dinheiro público e varrer a sujeira pra debaixo do tapete!. ,"Ajuste fiscal? Que nada! Vamos torrar dinheiro público e varrer a sujeira pra debaixo do tapete!.  Com o slogan ""Somos todos Brasil"",  a propaganda a ser veiculada na TV,  no rádio e na internet,  a partir deste mês,  transmitirá a mensagem de que é possível enfrentar crises e vencer..  O jornal Estadão informou que,  no momento em que a presidente Dilma Rousseff sofre ameaça de impeachment,  o Planalto decidiu apostar na divulgação de uma agenda positiva para mostrar que o governo não está parado. O governo vai lançar uma campanha que prega a superação das dificuldades e a união do país ao tratar da Olimpíada de 2016. Até dezembro serão lançadas nove aç?es publicitárias,  sendo sete delas com custo estimado de R$ 56 milh?es,  incluindo a da Olimpíada ? que ficará em R$ 12 milh?es. Duas ainda não foram orçadas. Os filmes sobre os jogos olímpicos do Rio exploram a ideia de que o país é capaz de se unir em torno de um projeto,  apesar de suas divergências. ""Mesmo sendo um povo tão diferente,  tão misturado,  com tantas cores,  raças,  pensamentos,  religi?es,  somos um povo único,  somos todos brasileiros"",  diz um dos comerciais. Em outro trecho,  um locutor afirma que ""todos estamos convocados para defender o Brasil não apenas nas quadras,  pistas,  piscinas,  estádios (...),  mas nas ruas e praças,  táxis,  praias,  bares,  restaurantes,  em todos os lugares"",  pois ""agora somos um só time (...),  um time de 200 milh?es"".",https://www.diariodobrasil.org/ajuste-fiscal-que-nada-vamos-torrar-dinheiro-publico-e-varrer-a-sujeira-pra-debaixo-do-tapete/,
97,false,pt,facebook,covid19,2020,"Jornalista Elisa Robson escreveu: O FDA, a agência americana de regulamentação de remédios, aprovou o uso de hidroxicloroquina em todos os pacientes com o Covid-19. ","Jornalista Elisa Robson escreveu: O FDA, a agência americana de regulamentação de remédios, aprovou o uso de hidroxicloroquina em todos os pacientes com o Covid-19. O CEO da Novartis anunciou que já tem em mãos os resultados de pesquisas que comprovam que a hidroxicloroquina mata o vírus. Tanto que a empresa vai doar 130 milh?es de doses. O custo médio do medicamento no mundo é de US$ 4,65 por mês.Ou seja, tudo indica que a solução vai chegar bem antes do que muita gente gostaria. Talvez seja, inclusive, decisiva para reverter o cenário apocalíptico previsto para as próximas semanas e mudar o curso deste rio. O fato é que, desde o começo, o coronavírus foi usado politicamente. Portanto, para muitos agentes políticos (tanto os que militam em partidos, quanto os que estão no comando de instituiç?es como OMS ou nas redaç?es dos jornais) as notícias acima são, na verdade, um desastre. Pois por trás disso, para os que querem continuar lucrando, e enfatizo o politicamente, com o pânico e o desespero, o pensamento que predomina é: ""A cura não pode chegar tão rapidamente assim!""",https://piaui.folha.uol.com.br/lupa/2020/04/13/verificamos-fda-liberou-hidroxicloroquina-todos-pacientes-covid-19/,
98,false,pt,whatsapp,society,2018,Novo dipirona importado da Venezuela para o Brasil contêm vírus! ,"Novo dipirona importado da Venezuela para o Brasil contêm vírus! Notícia importante. Vírus contido em medicamento importado da Venezuela para o Brasil. Rádio Nacional de Venezuela. Aviso urgente. Cuidado, não tomem o novo dipirona que vem escrito S/500. É um novo dipirona importado da Venezuela muito branco e brilhante. Os médicos provam que contém vírus Marburg, considerado um dos vírus mais perigosos do mundo e com alta taxa de mortalidade. Alerte sua família e seus amigos. Por favor, partilhe essa mensagem para todas as pessoas e familiares e salve vidas das mesmas. Eu fiz a minha parte e agora é a sua vez. ",https://g1.globo.com/fato-ou-fake/noticia/2018/08/06/e-fake-texto-que-diz-que-nova-dipirona-importada-da-venezuela-contem-virus-mortal.ghtml,
99,false,pt,whatsapp,society,2021,"Prezados, Não sei se vocês já sabem sobre isso, mas o WhatsApp furtivamente mudou a configuração de privacidade","Prezados, Não sei se vocês já sabem sobre isso, mas o WhatsApp furtivamente mudou a configuração de privacidade para incluir ""todos"" para que pessoas que você não conhece, possam adicioná-lo a um grupo, incluindo chats de apostas duvidosos, agiotas, grupos de fraude financiera, etc. Você pode alterar suas configuraç?es: 1. Vá para o WhatsApp; 2.Vá para Configuraç?es; 3. Vá para a Conta; 4. Vá para Privacidade; 5. Vá para Grupos; 6. Mude de (Todos) para (Meus contatos), pressione (Conluído).Verifiquei o meu e estava definido para todos. Já mudei aqui no meu ! Grande abraço.",https://g1.globo.com/fato-ou-fake/noticia/2021/05/20/e-fake-que-whatsapp-mudou-furtivamente-configuracao-de-grupos-no-aplicativo.ghtml,
100,false,pt,whatsapp,covid19,2021,Todas as pessoas vacinadas morrerão em 2 anos.,"Todas as pessoas vacinadas morrerão em 2 anos. O Prêmio Nobel Luc Montagnier confirmou que não há chance de sobrevivência para as pessoas que receberam qualquer forma da vacina. Na entrevista chocante, o maior virologista do mundo afirmou sem rodeios: ?Não há esperança e nenhum tratamento possível para aqueles que já foram vacinados. Devemos estar preparados para cremar os corpos?. O gênio científico apoiou as afirmaç?es de outros virologistas eminentes após estudar os ingredientes da vacina. ?Todos eles morrerão devido ao aumento dependente de anticorpos. Isso é tudo o que pode ser dito?. As pessoas que receberam a picada da vibora estão magnetizadas? Sabe o que isso significa? Que na picada , existe MAGNETO. Seus cérebros e corpos serão CONTROLADOS, quando da activação plena da 5G ! Estamos vendo o cumprimento da profecia do Profeta Daniel (DANIEL 2). Faça um balanço da sua vida. Arrependa-se dos seus pecados e volte-se AGORA para o nosso CRIADOR e Seu Filho JESUS CRISTO (YAHUSHUA HAMASCHIACH), o único que pode nos tirar desta MATRIX diabólica !! e assim será.",https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/05/27/e-fake-que-nobel-de-medicina-disse-que-todos-que-tomarem-vacina-morrerao-em-dois-anos.ghtml,
101,false,pt,webpage,political,2018,Trump avisa posso intervir Militarmente no Brasil para acabar a corrupção.,"Trump avisa posso intervir Militarmente no Brasil para acabar a corrupção. O? ?r?t??t?? qu? ???rr?m n? Br???l, ?h?m?r?m a ?t?nçã? d? ??n?d?r republicano Harry m??g?r?n, um f?rt? ?????t?r d? regime ??mun??t?. H?j? ??l? m?nhã o senador f?z um ?r?nun???m?nt? do congresso n????n?l ?nd? afirma que os EUA deverão agir quant? à situação d? Brasil. Os protestos  ?r?v?r?m qu? o ??v? brasileiro ??tá v?v?nd? n? miséria sob a ditadura de um g?v?rn? corrupto e t?rr?r??t? qu? já matou m?lh??? d? brasileiros ?n???nt??. As ?l???? ?u? ?? manifestantes l?v?v?m ?r?v?m ?qu? o g?v?rn? não ??n??gu? ensiná-los n?m m??m? a escrever. É um? situação degradante. P?r ???? nó? d? partido republicano ??n??rd?m?? ?m acionar a OTAN ??r? tirar ???? governo d? b?nd?d?? d? ??d?r do Br???l?, disse o ??n?d?r ?m ??u d???ur??. S?gund? macgaren o exército n?rt?-?m?r???n? deverá ?g?r n?? ?róx?m?? d???. ?Qu?nt? à sucessão d? governo, o ??n?d?r d???? que procurará seguir as leis locais, ?r???rv?nd? a d?m??r????.A declaração ???nt??? um dia d????? d? du?? ?lt?? fun???nár??? d? o g?v?rn? Trum? t?r?m criticado ?? ??n?t?nt?? v?t?? da Rússia na ONU a uma ação m?l?t?r ??tr?ng??r? n? país Br???l??r?. Na quarta-feira, a secretária d? Estado, ?f?rm?u ?u? a ???tur? d? T?m?r ??d? ?r?v???r um? gu?rr? ??v?l n? Br???l. À ?mb??x?d?r? d?? EUA n?? N?ç??? Un?d??, Susan R???, f?? mais ?l?r? e advertiu ?que um? intervenção m?l?t?r seria a única opção ???? ?? Br???l??r?? ??r???t?m ?m bl?qu??r v??? e greves ??ntr? o r?g?m? ??rru?t? d? T?m?r. Pressão d??l?mát??? - Em um? ?ntr?v??t? a b?rd? d? um ?v?ã? militar da F?rç? Aérea americana, o ???r?tár?? d? D?f??? qualificou d? ?nt?l?ráv?l o d?????? d? congresso Brasileiro ??m ?? protestos e ?f?rm?u ?u? ?? EUA m?ntêm ?todas as ??ç??? sobre a m???? ??r? ?d?t?r contra o r?g?m? d? ??mun??t? n? Pl?n?t?, n? ?nt?nt?, r?j??t?u a ?????b?l?d?d? de um? ?nt?rv?nçã? m?l?t?r nã? legitimada ??l? Conselho d? S?gur?nç? da ONU. ?Não ????? ?m?g?n?r isto?, r????nd?u ?l? ?? ser ??rgunt?d? ??br? o tema. S?gund? o ???r?tár?? de imprensa da Defesa, G??rg? L?ttl?, os EUA ??nt?nu?rã? apostando n? ?um?nt? d?? ?r?????? diplomáticas e ???nôm???? ??br? o g?v?rn? brasileiro.",https://piaui.folha.uol.com.br/lupa/2018/07/02/verificamos-trump-intervencao/,
102,false,pt,whatsapp,covid19,2021,"Hidroxicloroquina com outro nome, com patente registrada e mais cara","Hidroxicloroquina com outro nome, com patente registrada e mais cara. Claro Vem aí a ?nova droga? da Pfizer contra o vírus Um antiviral via oral, contra o SARS-CoV-2 esta prestes a entrar no jogo. Ainda segue em fase de ensaios clínicos, mas em breve entrará no mercado, prestem atenção: para uso preventivo e precoce. A droga ainda não tem nome, mas no press release da Pfizer ela é chamada pelo seu código PF-07321332. O seu mecanismo de ação funciona como inibidor da protease, ou seja, funciona EXATAMENTE como a hidroxocloroquina.A única diferença é que agora tem patente; além de ter mudado de roupa e render milh?es ou bilh?es para os cofres da Pfizer.A Big Pharma agradece! Agora a HCQ funciona.?",https://lupa.uol.com.br/jornalismo/2021/05/06/antiviral-pfizer-hidroxicloroquina/,
103,false,pt,whatsapp,covid19,2021,Bebê de dois anos de idade MORRE durante os experimentos da vacina Covid-19 da Pfizer em crianças,"Bebê de dois anos de idade MORRE durante os experimentos da vacina Covid-19 da Pfizer em crianças. Seis dias depois de receber uma segunda dose da vacina experimental contra o coronavírus Wuhan (Covid-19) da Pfizer, um bebê de dois anos faleceu nos testes clínicos da empresa para criança, indicam novos relatórios. Os testes em andamento incluem mais de 10.000 crianças com idades entre cinco e 11 anos em um dos grupos e outras 10.000 crianças com até seis meses.",https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/05/10/e-fake-que-bebe-de-2-anos-morreu-apos-receber-vacina-da-pfizer-durante-teste.ghtml,
104,false,pt,whatsapp,political,2021,"Capa do Wall Street Journal, se rende ao Bolsonaro. ","Capa do Wall Street Journal, se rende ao Bolsonaro. Na matéria relata como a economia brasileira voltou ao patamar antes Covid-19, com criminalidade dispencando em níveis mais baixo da história. Recorde de produção de Grãos e se tornando maior exportador de Carne do Mundo. Estatais dando lucros jamais vistos. Obras estruturais de ferrovias e rodovias em pleno vapor. Além da construção no RJ da fábrica de vacinas para 600 milh?es de doses anual que ficará pronta em Novembro. ISSO VOCÊ NÃO VERÁ NA MÍDIA BRASILEIRA. ",https://piaui.folha.uol.com.br/lupa/2021/06/07/verificamos-wall-street-journal/,
105,false,pt,webpage,society,2018,Segurança que matou cachorro no Carrefour é espancado por populares em Osasco,"Segurança que matou cachorro no Carrefour é espancado por populares em Osasco. O segurança do Carrefour acusado de espancar e matar a pauladas um cachorro na unidade de Osasco-SP, deu entrada na tarde desta terça-feira (04) no pronto socorro do Hospital Municipal Antônio Giglio com múltiplos ferimentos pelo corpo após ser brutalmente espancado por populares revoltados com a morte do animal. O homem, que não teve o nome divulgado por quest?es de segurança, estava indo até a unidade do Carrefour onde trabalha para pegar alguns pertences quando foi reconhecido por manifestantes. Ele ainda correu, mas foi perseguido pelos populares que o alcançaram e desferiram vários golpes e pontapés.As agress?es só cessaram após dois guardas civis intervirem e ajudarem o rapaz levando-o até o hospital.Entenda o caso: Um cachorro de rua foi espancado e morto a pauladas por um segurança da rede de supermercados Carrefour, em Osasco, São Paulo, na ultima semana. A denúncia foi feita nas redes sociais e mostra imagens do animal ferido e marcas de sangue pelo chão. A perícia veterinária está para ser divulgada com a causa da morte do cão, que também pode ter sido envenenado. Testemunhas afirmam que o segurança teria espancado o animal após uma ordem superior para retirar o cachorro da loja. O animal circulava nas dependências do estabelecimento há algumas semanas e chegou a ser alimentado por funcionários.",https://piaui.folha.uol.com.br/lupa/2018/12/07/verificamos-seguranca-carrefour-agredido-osasco/,
106,false,pt,facebook,society,2021,UNICEF & Pornografia,"UNICEF & PORNOGRAFIA. Nesse vídeo vou te mostrar os principais trechos do estudo que a Unicef tirou do ar para que NINGUÉM tivesse acesso (só que eu encontrei, li, analisei e salvei antes que eles deletassem) onde eles:? informam que Pornografia não gera danos comprovados às Crianças.? relativizam o conceito de Pornografia para defender a liberação do acesso a  mconteúdo sexual por crianças;? divulgam estudos onde CRIANÇAS foram expostas a material PORNOGRÁFICO;? querem retirar o controle eletrônico de acesso por crianças a conteúdo pornográfico;? fomentam a autonomia das crianças em acessar conteúdo sexual na internet.Veja esse absurdo com teus próprios olhos! (...)",https://piaui.folha.uol.com.br/lupa/2021/06/11/verificamos-video-infancia-pornografia-unicef/,
107,false,pt,whatsapp,political,2018,ATENÇÃO. Oriente seus amigos a NÃO DESISTIR se der problema no voto!,"ATENÇÃO. Oriente seus amigos a NÃO DESISTIR se der problema no voto! Todos devemos pedir que os mesários resolvam, e se não der, peçam LOGO o voto EM PAPEL que está disponível em todas as Seç?es Eleitorais! Agora no 2 Turno cada voto vale ainda mais! E qualquer ocorrência deve ser REGISTRADA lá mesmo!",https://piaui.folha.uol.com.br/lupa/2018/10/11/verificamos-voto-papel-todas-secoes/,
108,false,pt,webpage,political,2018,O Tribunal Popular Supremo da China estabeleceu uma lei que trás a Pena de Morte,"O Tribunal Popular Supremo da China estabeleceu uma lei que trás a Pena de Morte, para os políticos corruptos que fizeram desvio de verba, fraude fiscal e que receberam valores ilícitos superiores à de US$463.000 dólares, ou seja um valor minimo.Esta Lei começou a ter resultado a partir desse ano 2017, ao qual se torna um processo legal e faz parte de uma revisão do Código Penal de 2016, onde os valores arrecadados não eram combinados para justificar ou não a aplicação da pena de morte, mas caso os acusados confessarem os crimes ou devolver o dinheiro, a pena de morte será suspensa, oque substituiria à prisão perpétua, o que é de costume para casos de corrupção no país.Como a corrupção no Brasil esta conhecida mundialmente e isso vem afetando vários países, a China convocou ao Presidente Michel Temer a uma reunião ao qual o Presidente da China, Xi Jinping, prop?e estabelecer essa Lei no Brasil, afinal somente assim para acabar com a corrupção",https://piaui.folha.uol.com.br/lupa/2018/12/11/verificamos-china-lei-pena-de-morte/,
